ts,equity
2025-09-26 01:00:00+00:00,10000.0
2025-09-26 01:15:00+00:00,10000.0
2025-09-26 01:30:00+00:00,10000.0
2025-09-26 01:45:00+00:00,9900.0
2025-09-26 02:00:00+00:00,9900.0
2025-09-26 02:15:00+00:00,9900.0
2025-09-26 02:30:00+00:00,9900.0
2025-09-26 02:45:00+00:00,9900.0
2025-09-26 03:00:00+00:00,10098.0
2025-09-26 03:15:00+00:00,10098.0
2025-09-26 03:30:00+00:00,10098.0
2025-09-26 03:45:00+00:00,9997.02
2025-09-26 04:00:00+00:00,9997.02
2025-09-26 04:15:00+00:00,9897.0498
2025-09-26 04:30:00+00:00,9897.0498
2025-09-26 04:45:00+00:00,9897.0498
2025-09-26 05:00:00+00:00,9798.0793
2025-09-26 05:15:00+00:00,9798.0793
2025-09-26 05:30:00+00:00,9798.0793
2025-09-26 05:45:00+00:00,9798.0793
2025-09-26 06:00:00+00:00,9798.0793
2025-09-26 06:15:00+00:00,9700.0985
2025-09-26 06:30:00+00:00,9700.0985
2025-09-26 06:45:00+00:00,9700.0985
2025-09-26 07:00:00+00:00,9603.0975
2025-09-26 07:15:00+00:00,9603.0975
2025-09-26 07:30:00+00:00,9603.0975
2025-09-26 07:45:00+00:00,9603.0975
2025-09-26 08:00:00+00:00,9603.0975
2025-09-26 08:15:00+00:00,9603.0975
2025-09-26 08:30:00+00:00,9507.0665
2025-09-26 08:45:00+00:00,9507.0665
2025-09-26 09:00:00+00:00,9411.9959
2025-09-26 09:15:00+00:00,9411.9959
2025-09-26 09:30:00+00:00,9600.2358
2025-09-26 09:45:00+00:00,9600.2358
2025-09-26 10:00:00+00:00,9600.2358
2025-09-26 10:15:00+00:00,9600.2358
2025-09-26 10:30:00+00:00,9600.2358
2025-09-26 10:45:00+00:00,9600.2358
2025-09-26 11:00:00+00:00,9600.2358
2025-09-26 11:15:00+00:00,9600.2358
2025-09-26 11:30:00+00:00,9600.2358
2025-09-26 11:45:00+00:00,9600.2358
2025-09-26 12:00:00+00:00,9600.2358
2025-09-26 12:15:00+00:00,9600.2358
2025-09-26 12:30:00+00:00,9504.2334
2025-09-26 12:45:00+00:00,9504.2334
2025-09-26 13:00:00+00:00,9504.2334
2025-09-26 13:15:00+00:00,9504.2334
2025-09-26 13:30:00+00:00,9409.1911
2025-09-26 13:45:00+00:00,9409.1911
2025-09-26 14:00:00+00:00,9409.1911
2025-09-26 14:15:00+00:00,9409.1911
2025-09-26 14:30:00+00:00,9409.1911
2025-09-26 14:45:00+00:00,9409.1911
2025-09-26 15:00:00+00:00,9409.1911
2025-09-26 15:15:00+00:00,9409.1911
2025-09-26 15:30:00+00:00,9409.1911
2025-09-26 15:45:00+00:00,9409.1911
2025-09-26 16:00:00+00:00,9409.1911
2025-09-26 16:15:00+00:00,9409.1911
2025-09-26 16:30:00+00:00,9409.1911
2025-09-26 16:45:00+00:00,9409.1911
2025-09-26 17:00:00+00:00,9409.1911
2025-09-26 17:15:00+00:00,9315.0992
2025-09-26 17:30:00+00:00,9315.0992
2025-09-26 17:45:00+00:00,9315.0992
2025-09-26 18:00:00+00:00,9221.9482
2025-09-26 18:15:00+00:00,9221.9482
2025-09-26 18:30:00+00:00,9221.9482
2025-09-26 18:45:00+00:00,9221.9482
2025-09-26 19:00:00+00:00,9221.9482
2025-09-26 19:15:00+00:00,9221.9482
2025-09-26 19:30:00+00:00,9406.3872
2025-09-26 19:45:00+00:00,9406.3872
2025-09-26 20:00:00+00:00,9406.3872
2025-09-26 20:15:00+00:00,9406.3872
2025-09-26 20:30:00+00:00,9406.3872
2025-09-26 20:45:00+00:00,9312.3233
2025-09-26 21:00:00+00:00,9312.3233
2025-09-26 21:15:00+00:00,9312.3233
2025-09-26 21:30:00+00:00,9312.3233
2025-09-26 21:45:00+00:00,9219.2001
2025-09-26 22:00:00+00:00,9219.2001
2025-09-26 22:15:00+00:00,9219.2001
2025-09-26 22:30:00+00:00,9219.2001
2025-09-26 22:45:00+00:00,9127.0081
2025-09-26 23:00:00+00:00,9127.0081
2025-09-26 23:15:00+00:00,9127.0081
2025-09-26 23:30:00+00:00,9035.738
2025-09-26 23:45:00+00:00,9035.738
2025-09-27 00:00:00+00:00,9035.738
2025-09-27 00:15:00+00:00,9216.4527
2025-09-27 00:30:00+00:00,9216.4527
2025-09-27 00:45:00+00:00,9124.2882
2025-09-27 01:00:00+00:00,9124.2882
2025-09-27 01:15:00+00:00,9124.2882
2025-09-27 01:30:00+00:00,9124.2882
2025-09-27 01:45:00+00:00,9124.2882
2025-09-27 02:00:00+00:00,9124.2882
2025-09-27 02:15:00+00:00,9124.2882
2025-09-27 02:30:00+00:00,9124.2882
2025-09-27 02:45:00+00:00,9124.2882
2025-09-27 03:00:00+00:00,9124.2882
2025-09-27 03:15:00+00:00,9124.2882
2025-09-27 03:30:00+00:00,9033.0453
2025-09-27 03:45:00+00:00,9033.0453
2025-09-27 04:00:00+00:00,9033.0453
2025-09-27 04:15:00+00:00,9033.0453
2025-09-27 04:30:00+00:00,9033.0453
2025-09-27 04:45:00+00:00,9033.0453
2025-09-27 05:00:00+00:00,9033.0453
2025-09-27 05:15:00+00:00,9033.0453
2025-09-27 05:30:00+00:00,9033.0453
2025-09-27 05:45:00+00:00,9033.0453
2025-09-27 06:00:00+00:00,9033.0453
2025-09-27 06:15:00+00:00,9033.0453
2025-09-27 06:30:00+00:00,8942.7149
2025-09-27 06:45:00+00:00,8942.7149
2025-09-27 07:00:00+00:00,8942.7149
2025-09-27 07:15:00+00:00,8942.7149
2025-09-27 07:30:00+00:00,8853.2877
2025-09-27 07:45:00+00:00,8853.2877
2025-09-27 08:00:00+00:00,8764.7549
2025-09-27 08:15:00+00:00,8764.7549
2025-09-27 08:30:00+00:00,8764.7549
2025-09-27 08:45:00+00:00,8677.1073
2025-09-27 09:00:00+00:00,8677.1073
2025-09-27 09:15:00+00:00,8677.1073
2025-09-27 09:30:00+00:00,8590.3362
2025-09-27 09:45:00+00:00,8590.3362
2025-09-27 10:00:00+00:00,8590.3362
2025-09-27 10:15:00+00:00,8590.3362
2025-09-27 10:30:00+00:00,8504.4329
2025-09-27 10:45:00+00:00,8504.4329
2025-09-27 11:00:00+00:00,8504.4329
2025-09-27 11:15:00+00:00,8504.4329
2025-09-27 11:30:00+00:00,8504.4329
2025-09-27 11:45:00+00:00,8504.4329
2025-09-27 12:00:00+00:00,8504.4329
2025-09-27 12:15:00+00:00,8504.4329
2025-09-27 12:30:00+00:00,8504.4329
2025-09-27 12:45:00+00:00,8419.3885
2025-09-27 13:00:00+00:00,8419.3885
2025-09-27 13:15:00+00:00,8419.3885
2025-09-27 13:30:00+00:00,8419.3885
2025-09-27 13:45:00+00:00,8419.3885
2025-09-27 14:00:00+00:00,8419.3885
2025-09-27 14:15:00+00:00,8419.3885
2025-09-27 14:30:00+00:00,8419.3885
2025-09-27 14:45:00+00:00,8419.3885
2025-09-27 15:00:00+00:00,8419.3885
2025-09-27 15:15:00+00:00,8419.3885
2025-09-27 15:30:00+00:00,8419.3885
2025-09-27 15:45:00+00:00,8335.1947
2025-09-27 16:00:00+00:00,8335.1947
2025-09-27 16:15:00+00:00,8335.1947
2025-09-27 16:30:00+00:00,8251.8427
2025-09-27 16:45:00+00:00,8251.8427
2025-09-27 17:00:00+00:00,8251.8427
2025-09-27 17:15:00+00:00,8251.8427
2025-09-27 17:30:00+00:00,8251.8427
2025-09-27 17:45:00+00:00,8169.3243
2025-09-27 18:00:00+00:00,8169.3243
2025-09-27 18:15:00+00:00,8169.3243
2025-09-27 18:30:00+00:00,8169.3243
2025-09-27 18:45:00+00:00,8087.631
2025-09-27 19:00:00+00:00,8087.631
2025-09-27 19:15:00+00:00,8249.3837
2025-09-27 19:30:00+00:00,8249.3837
2025-09-27 19:45:00+00:00,8249.3837
2025-09-27 20:00:00+00:00,8166.8898
2025-09-27 20:15:00+00:00,8166.8898
2025-09-27 20:30:00+00:00,8085.2209
2025-09-27 20:45:00+00:00,8085.2209
2025-09-27 21:00:00+00:00,8085.2209
2025-09-27 21:15:00+00:00,8004.3687
2025-09-27 21:30:00+00:00,8004.3687
2025-09-27 21:45:00+00:00,8004.3687
2025-09-27 22:00:00+00:00,8004.3687
2025-09-27 22:15:00+00:00,8004.3687
2025-09-27 22:30:00+00:00,8004.3687
2025-09-27 22:45:00+00:00,8004.3687
2025-09-27 23:00:00+00:00,8004.3687
2025-09-27 23:15:00+00:00,7924.325
2025-09-27 23:30:00+00:00,7924.325
2025-09-27 23:45:00+00:00,7924.325
2025-09-28 00:00:00+00:00,7924.325
2025-09-28 00:15:00+00:00,8082.8115
2025-09-28 00:30:00+00:00,8082.8115
2025-09-28 00:45:00+00:00,8082.8115
2025-09-28 01:00:00+00:00,8082.8115
2025-09-28 01:15:00+00:00,8082.8115
2025-09-28 01:30:00+00:00,8001.9834
2025-09-28 01:45:00+00:00,8001.9834
2025-09-28 02:00:00+00:00,8001.9834
2025-09-28 02:15:00+00:00,8162.0231
2025-09-28 02:30:00+00:00,8162.0231
2025-09-28 02:45:00+00:00,8162.0231
2025-09-28 03:00:00+00:00,8162.0231
2025-09-28 03:15:00+00:00,8162.0231
2025-09-28 03:30:00+00:00,8162.0231
2025-09-28 03:45:00+00:00,8162.0231
2025-09-28 04:00:00+00:00,8162.0231
